fixture_id,team_id,team_name,player_id,player_name,minutes,number,position,rating,captain,starter,shots_total,shots_on,goals,assists,passes_total,passes_key,passes_accuracy,tackles_total,blocks,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow,red
1378969,35,Bournemouth,18869,Adam Smith,90,15,D,6.3,True,True,,,,0,25,1,16,1,,1,11,5,,,1,1,0,0
1378969,35,Bournemouth,22136,Bafodé Diakité,90,18,D,5.9,False,True,,,,0,41,,30,2,,1,6,4,,,1,,0,0
1378969,35,Bournemouth,6610,Marcos Senesi,90,5,D,5.9,False,True,,,,0,31,1,21,3,,1,9,4,,,,1,0,0
1378969,35,Bournemouth,162267,Adrien Truffert,90,3,D,6.2,False,True,,,,0,18,1,14,2,1,,8,3,2,,,2,0,0
1378969,35,Bournemouth,1150,Tyler Adams,89,12,M,6.6,False,True,,,,0,39,,28,5,1,4,11,6,1,,,1,0,0
1378969,35,Bournemouth,19281,Antoine Semenyo,90,24,M,8.6,False,True,3,2,2,0,15,,7,1,,1,19,8,3,1,1,2,0,0
1378969,35,Bournemouth,304853,Alex Scott,74,8,M,6.3,False,True,,,,0,23,,19,,,1,10,6,3,2,2,1,0,0
1378969,35,Bournemouth,19245,Marcus Tavernier,90,16,M,6.6,False,True,1,1,,0,35,1,27,3,,1,13,8,5,3,1,,0,0
1378969,35,Bournemouth,18870,David Brooks,84,7,M,6.6,False,True,,,,1,18,3,12,2,,,11,4,3,2,,1,1,0
1378969,35,Bournemouth,152856,Evanilson,90,9,F,6.2,False,True,3,,,0,13,,9,,,,11,3,,,,1,1,0
1378969,35,Bournemouth,31057,Hamed Junior Traorè,17,25,M,6.3,False,False,,,,1,2,1,2,1,,,4,1,1,,,,0,0
1378969,35,Bournemouth,402432,Ben Winterburn,13,47,M,6.2,False,False,,,,0,1,,,,,,1,,,,,,0,0
1378969,35,Bournemouth,20093,James Hill,1,23,D,,False,False,,,,0,2,,1,,,1,,,,,,,0,0
1378969,35,Bournemouth,368030,Eli Junior Kroupi,1,22,F,,False,False,,,,0,1,,1,,,,1,,1,,,,0,0
1378969,35,Bournemouth,151756,Will Dennis,,40,G,,False,False,,,,,,,,,,,,,,,,,0,0
1378969,35,Bournemouth,51051,Julián Araujo,,2,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378969,35,Bournemouth,363333,Julio Soler,,20,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378969,35,Bournemouth,2734,Philip Billing,,29,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378969,35,Bournemouth,402434,Remy Rees-Dottin,,50,F,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,66,Aston Villa,36878,Marco Bizot,90,40,G,6.9,False,True,,,,0,41,,20,,,,,,,,,,0,0
1378970,66,Aston Villa,19298,Matty Cash,90,2,D,7.7,False,True,,,,0,13,,10,2,5,1,7,4,,,2,1,0,0
1378970,66,Aston Villa,19354,Ezri Konsa,66,4,D,6.3,False,True,,,,0,33,,30,,,,4,2,1,,1,1,0,1
1378970,66,Aston Villa,19179,Tyrone Mings,90,5,D,7.0,False,True,,,,0,41,,35,,1,1,2,1,,,1,,0,0
1378970,66,Aston Villa,2724,Lucas Digne,90,12,D,6.6,False,True,,,,0,27,,18,2,,2,9,3,,,,2,0,0
1378970,66,Aston Villa,1904,Boubacar Kamara,90,44,M,7.6,False,True,1,1,,0,39,,32,2,,1,13,10,2,1,3,1,1,0
1378970,66,Aston Villa,162714,Amadou Onana,90,24,M,7.2,False,True,,,,0,43,,36,2,1,2,9,7,2,2,2,,0,0
1378970,66,Aston Villa,19191,John McGinn,84,7,M,6.3,True,True,,,,0,19,1,13,,,,7,1,3,1,,2,0,0
1378970,66,Aston Villa,2926,Youri Tielemans,90,8,M,6.7,False,True,,,,0,19,,14,2,,1,8,3,,,,4,0,0
1378970,66,Aston Villa,19170,Morgan Rogers,90,27,M,6.7,False,True,,,,0,20,1,10,1,,1,10,3,3,2,,1,0,0
1378970,66,Aston Villa,19366,Ollie Watkins,90,11,F,6.6,False,True,1,1,,0,15,1,9,,,1,13,6,3,3,2,1,0,0
1378970,66,Aston Villa,249,Donyell Malen,13,17,F,6.7,False,False,1,1,,0,,,,,,,1,,1,,,,0,0
1378970,66,Aston Villa,284390,James Wright,,64,G,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,66,Aston Villa,46815,Pau Torres,,14,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,66,Aston Villa,138816,Ian Maatsen,,22,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,66,Aston Villa,284457,Lamare Bogarde,,26,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,66,Aston Villa,19071,Emiliano Buendía,,10,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,66,Aston Villa,360268,Jamaldeen Jimoh,,20,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,66,Aston Villa,137303,Evann Guessand,,29,F,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,66,Aston Villa,162173,Samuel Iling Junior,,19,F,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,34,Newcastle,18911,Nick Pope,90,1,G,7.7,False,True,,,,0,17,,11,,,,1,1,,,,,0,0
1378970,34,Newcastle,169,Kieran Trippier,90,2,D,7.0,False,True,,,,0,56,1,48,,,3,3,1,,,,1,0,0
1378970,34,Newcastle,2806,Fabian Schär,90,5,D,7.9,False,True,3,,,0,51,,44,1,,4,13,8,,,1,2,0,0
1378970,34,Newcastle,18961,Dan Burn,90,33,D,7.2,False,True,,,,0,52,,42,1,,2,11,7,,,1,1,0,0
1378970,34,Newcastle,158694,Valentino Livramento,90,21,D,7.3,False,True,,,,0,54,2,51,2,,,4,4,,,1,,0,0
1378970,34,Newcastle,10135,Bruno Guimarães,90,39,M,6.9,True,True,,,,0,47,1,41,2,,1,9,3,,,,2,0,0
1378970,34,Newcastle,31146,Sandro Tonali,90,8,M,6.9,False,True,,,,0,58,2,48,2,,1,7,3,1,,1,1,0,0
1378970,34,Newcastle,723,Joelinton,83,7,M,6.7,False,True,,,,0,23,,21,2,,1,11,5,1,,2,1,1,0
1378970,34,Newcastle,153430,Anthony Elanga,78,20,F,7.3,False,True,2,1,,0,21,2,18,,,,7,5,3,1,3,,0,0
1378970,34,Newcastle,138787,Anthony Gordon,90,10,F,6.2,False,True,3,2,,0,21,1,13,,,,10,3,2,1,1,2,0,0
1378970,34,Newcastle,18778,Harvey Barnes,90,11,F,6.9,False,True,1,,,0,29,4,22,,,,5,2,2,,2,1,0,0
1378970,34,Newcastle,19163,Jacob Murphy,13,23,M,6.3,False,False,,,,0,10,,9,,,,2,1,1,,1,,0,0
1378970,34,Newcastle,328105,Lewis Miley,8,67,M,6.3,False,False,,,,0,11,1,7,,,,,,,,,,0,0
1378970,34,Newcastle,315237,William Osula,1,18,F,,False,False,,,,0,1,,1,,,,,,,,,,0,0
1378970,34,Newcastle,20355,Aaron Ramsdale,,32,G,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,34,Newcastle,284492,Lewis Hall,,3,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,34,Newcastle,38734,Sven Botman,,4,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,34,Newcastle,163189,Malick Thiaw,,12,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,34,Newcastle,2855,Emil Krafth,,17,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378970,34,Newcastle,526535,Park Seung-soo,,64,F,,False,False,,,,,,,,,,,,,,,,,0,0
1378971,51,Brighton,129058,Bart Verbruggen,90,1,G,6.2,False,True,,,,0,39,,29,,,,,,,,,,0,0
1378971,51,Brighton,92993,Mats Wieffer,90,27,D,7.0,False,True,1,1,,0,38,,30,5,,1,15,9,,,,1,0,0
1378971,51,Brighton,38695,Jan Paul van Hecke,90,6,D,8.3,False,True,,,,0,81,,77,1,1,,4,4,,,1,,0,0
1378971,51,Brighton,18963,Lewis Dunk,90,5,D,7.5,True,True,1,,,0,90,,86,1,,,9,9,1,1,2,,0,0
1378971,51,Brighton,162007,Maxim De Cuyper,90,29,D,6.3,False,True,,,,0,33,2,30,2,,1,10,3,1,,1,3,0,0
1378971,51,Brighton,356041,Carlos Baleba,69,17,M,6.9,False,True,1,,,0,20,1,18,1,,3,6,3,,,2,2,0,0
1378971,51,Brighton,265820,Yasin Ayari,90,26,M,7.2,False,True,,,,0,41,,39,1,,2,9,5,1,,4,,0,0
1378971,51,Brighton,383685,Yankuba Minteh,69,11,M,6.5,False,True,1,,,0,15,,11,,,1,5,3,3,2,1,,0,0
1378971,51,Brighton,19030,Matt O'Riley,88,33,M,7.2,False,True,1,1,1,0,22,3,17,3,,,7,3,1,,,1,0,0
1378971,51,Brighton,106835,Kaoru Mitoma,83,22,M,6.3,False,True,1,,,0,19,,17,,,,7,1,3,1,,3,1,0
1378971,51,Brighton,90590,Georginio Rutter,69,10,F,7.3,False,True,1,1,,0,4,,2,1,,,10,4,1,,2,2,0,0
1378971,51,Brighton,1361,Ferdi Kadıoğlu,22,24,D,6.2,False,False,,,,0,7,,5,,,,4,1,,,1,2,1,0
1378971,51,Brighton,278370,Diego Gómez,22,25,M,6.3,False,False,1,1,,0,8,1,6,2,,1,6,3,,,1,2,1,0
1378971,51,Brighton,1469,Danny Welbeck,22,18,F,6.7,False,False,,,,0,7,,4,1,,,1,1,,,,,0,0
1378971,51,Brighton,328225,Brajan Gruda,8,8,M,6.3,False,False,1,,,0,2,,2,1,,,2,2,,,,,0,0
1378971,51,Brighton,296,James Milner,10,20,M,6.5,False,False,,,,0,1,,1,,,,,,,,,,0,0
1378971,51,Brighton,18960,Jason Steele,,23,G,,False,False,,,,,,,,,,,,,,,,,0,0
1378971,51,Brighton,22160,Olivier Boscagli,,21,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378971,51,Brighton,537,Joël Veltman,,34,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378971,51,Brighton,342063,Diego Coppola,,42,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378971,36,Fulham,1438,Bernd Leno,90,1,G,6.9,True,True,,,,0,46,,34,,,,1,1,,,1,,0,0
1378971,36,Fulham,657,Kenny Tete,90,2,D,7.5,False,True,,,,0,34,,33,3,,1,9,7,,,3,1,0,0
1378971,36,Fulham,2729,Joachim Andersen,90,5,D,7.3,False,True,,,,0,51,,43,3,,1,9,7,1,1,2,1,0,0
1378971,36,Fulham,131,Jorge Cuenca,84,15,D,6.3,False,True,,,,0,56,,50,1,,,3,2,,,,,0,0
1378971,36,Fulham,152967,Calvin Bassey,90,3,D,6.5,False,True,,,,0,56,,43,2,,,12,6,2,1,1,1,1,0
1378971,36,Fulham,2823,Saša Lukić,90,20,M,6.6,False,True,,,,0,38,1,36,1,,,12,5,1,1,2,5,0,0
1378971,36,Fulham,1934,Sander Berge,66,16,M,6.2,False,True,,,,0,23,,21,1,1,,3,1,,,,2,0,0
1378971,36,Fulham,19221,Harry Wilson,90,8,M,6.6,False,True,1,,,0,17,,14,1,,,7,5,2,1,3,,0,0
1378971,36,Fulham,389315,Joshua King,77,24,M,6.2,False,True,1,1,,0,26,1,22,3,,,9,5,1,,2,,0,0
1378971,36,Fulham,1455,Alex Iwobi,66,17,M,7.0,False,True,1,,,0,24,3,18,,,,5,2,2,1,1,,0,0
1378971,36,Fulham,2887,Raúl Jiménez,66,7,F,5.6,False,True,2,,,0,13,,7,,,,8,,,,,2,0,0
1378971,36,Fulham,19025,Tom Cairney,25,10,M,6.3,False,False,,,,0,16,,12,,,,7,3,2,,1,1,1,0
1378971,36,Fulham,18753,Adama Traoré,25,11,F,6.5,False,False,,,,0,4,,4,,,,2,,1,,,1,0,0
1378971,36,Fulham,195106,Rodrigo Muniz,25,9,F,7.3,False,False,1,1,1,0,4,,,,,,5,,,,,1,1,0
1378971,36,Fulham,1161,Emile Smith Rowe,14,32,M,6.5,False,False,,,,0,10,,8,,,,2,,1,,,,0,0
1378971,36,Fulham,2920,Timothy Castagne,14,21,D,6.3,False,False,,,,0,5,,4,,,,1,,,,,,0,0
1378971,36,Fulham,21566,Benjamin Lecomte,,23,G,,False,False,,,,,,,,,,,,,,,,,0,0
1378971,36,Fulham,18814,Issa Diop,,31,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378971,36,Fulham,19480,Harrison Reed,,6,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378971,36,Fulham,899,Andreas Pereira,,18,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,65,Nottingham Forest,2919,Matz Sels,90,26,G,6.7,False,True,,,,0,24,,14,,,,,,,,,,0,0
1378972,65,Nottingham Forest,2771,Ola Aina,90,34,D,7.3,False,True,,,,0,32,1,29,3,,2,15,8,2,1,1,2,0,0
1378972,65,Nottingham Forest,2817,Nikola Milenković,90,31,D,6.6,False,True,,,,0,25,,19,1,1,2,5,3,,,,,0,0
1378972,65,Nottingham Forest,363695,Murillo,90,5,D,7.2,False,True,,,,0,47,,38,,,1,6,5,1,1,2,,0,0
1378972,65,Nottingham Forest,138780,Neco Williams,90,3,D,6.6,False,True,,,,0,38,2,33,2,1,2,9,4,,,2,2,1,0
1378972,65,Nottingham Forest,22149,Ibrahim Sangaré,90,6,M,6.3,False,True,1,,,0,43,,36,1,,,6,5,1,1,1,1,0,0
1378972,65,Nottingham Forest,138908,Elliot Anderson,90,8,M,7.3,False,True,2,1,,1,73,1,64,2,,1,13,6,2,,2,,0,0
1378972,65,Nottingham Forest,48648,Dan Ndoye,79,14,M,7.5,False,True,1,1,1,0,10,,6,,,,5,1,,,1,,0,0
1378972,65,Nottingham Forest,18746,Morgan Gibbs-White,84,10,M,6.9,True,True,2,,,1,54,3,43,1,1,,9,6,3,2,2,1,0,0
1378972,65,Nottingham Forest,2298,Callum Hudson-Odoi,90,7,M,7.2,False,True,1,1,,0,36,2,34,,,,8,4,4,2,2,,0,0
1378972,65,Nottingham Forest,18931,Chris Wood,79,11,F,9.3,False,True,2,2,2,0,12,,9,,,,6,2,1,1,,,0,0
1378972,65,Nottingham Forest,9366,Igor Jesus,12,19,F,6.3,False,False,,,,0,3,,2,,,,2,1,,,,1,0,0
1378972,65,Nottingham Forest,141901,Jota Silva,12,20,F,6.7,False,False,,,,0,2,,2,2,,,4,3,,,1,,0,0
1378972,65,Nottingham Forest,19305,Ryan Yates,12,22,M,7.0,False,False,,,,0,5,,5,,,1,5,4,1,1,1,,0,0
1378972,65,Nottingham Forest,18933,Angus Gunn,,18,G,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,65,Nottingham Forest,67943,Morato,,4,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,65,Nottingham Forest,329357,Zach Abbott,,44,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,65,Nottingham Forest,362711,Jair,,23,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,65,Nottingham Forest,18739,Willy Boly,,30,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,65,Nottingham Forest,8598,Taiwo Awoniyi,,9,F,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,55,Brentford,281,Caoimhin Kelleher,90,1,G,6.2,False,True,,,,0,28,,14,,,,1,,,,,,0,0
1378972,55,Brentford,342022,Michael Kayode,90,33,D,6.5,False,True,,,,0,36,2,29,2,,1,5,4,2,2,,1,0,0
1378972,55,Brentford,19495,Nathan Collins,90,22,D,5.9,True,True,,,,0,46,,43,,,1,4,2,,,1,1,1,0
1378972,55,Brentford,36922,Sepp van den Berg,90,4,D,6.2,False,True,1,1,,0,63,,56,2,2,1,9,6,,,,,0,0
1378972,55,Brentford,19346,Rico Henry,88,3,D,5.6,False,True,,,,0,27,1,15,1,,1,6,4,3,3,,,0,0
1378972,55,Brentford,263538,Yehor Yarmolyuk,90,18,M,6.0,False,True,1,1,,0,30,1,23,,,,7,1,,,,3,0,0
1378972,55,Brentford,47438,Mathias Jensen,69,8,M,6.3,False,True,1,,,0,23,2,19,2,,,4,3,,,,,0,0
1378972,55,Brentford,106725,Keane Lewis-Potter,69,23,M,6.5,False,True,2,,,0,12,,8,2,,,7,3,2,,1,1,0,0
1378972,55,Brentford,319517,Antoni Milambo,45,17,M,6.6,False,True,,,,0,11,,8,2,,,4,4,,,,,0,0
1378972,55,Brentford,153066,Fabio Carvalho,90,14,M,6.3,False,True,1,,,0,12,,11,3,,,9,3,2,,,,0,0
1378972,55,Brentford,196156,Igor Thiago,90,9,F,6.9,False,True,1,1,1,0,13,1,10,1,,,12,3,,,,3,0,0
1378972,55,Brentford,178077,Kevin Schade,45,7,M,6.5,False,False,,,,0,8,,6,2,,1,13,4,1,,1,2,0,0
1378972,55,Brentford,292,Jordan Henderson,22,6,M,6.5,False,False,,,,0,15,,11,,,,2,,1,,,1,0,0
1378972,55,Brentford,15799,Frank Onyeka,22,15,M,6.2,False,False,,,,0,6,,4,,,,4,,1,,,2,0,0
1378972,55,Brentford,44871,Aaron Hickey,8,2,D,6.9,False,False,,,,0,,,,1,,,6,4,,,2,1,1,0
1378972,55,Brentford,61742,Hákon Rafn Valdimarsson,,12,G,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,55,Brentford,430827,Benjamin Arthur,,43,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,55,Brentford,15745,Mads Roerslev,,30,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,55,Brentford,1119,Kristoffer Ajer,,20,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378972,55,Brentford,180308,Myles Peart-Harris,,25,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,746,Sunderland,194536,Robin Roefs,90,22,G,7.2,False,True,,,,0,23,,11,,,,2,2,,,,,0,0
1378973,746,Sunderland,119121,Trai Hume,90,32,D,7.2,False,True,,,,0,37,1,26,2,,1,13,8,1,1,1,1,0,0
1378973,746,Sunderland,55904,Daniel Ballard,90,5,D,9.2,False,True,4,2,1,0,25,,21,1,4,,13,10,,,4,,0,0
1378973,746,Sunderland,290545,Jenson Seelt,53,23,D,7.3,False,True,,,,0,28,,23,2,1,,4,3,,,,,0,0
1378973,746,Sunderland,22225,Reinildo Mandava,90,17,D,6.9,False,True,,,,0,42,,32,2,,2,5,3,,,1,1,0,0
1378973,746,Sunderland,327631,Habib Diarra,90,19,M,6.9,False,True,2,1,,0,20,,15,1,,,4,1,1,,,1,0,0
1378973,746,Sunderland,1464,Granit Xhaka,90,34,M,6.7,True,True,,,,0,51,2,38,1,1,1,12,5,,,2,2,0,0
1378973,746,Sunderland,365331,Noah Sadiki,90,27,M,6.9,False,True,,,,0,29,,23,2,,3,5,2,1,,,1,0,0
1378973,746,Sunderland,336659,Chemsdine Talbi,89,7,F,6.7,False,True,,,,1,23,1,23,1,,,5,1,,,,,0,0
1378973,746,Sunderland,349799,Eliezer Mayenda,76,12,F,7.5,False,True,1,1,1,0,2,1,1,,,,9,3,2,,2,,0,0
1378973,746,Sunderland,301771,Simon Adingra,76,24,F,6.2,False,True,1,,,0,18,1,14,1,,,9,1,2,,,2,0,0
1378973,746,Sunderland,6168,Omar Alderete,38,15,D,7.2,False,False,,,,1,15,1,14,1,,1,4,3,,,,,0,0
1378973,746,Sunderland,20638,Enzo Le Fée,15,28,M,6.6,False,False,,,,0,9,,8,,,1,2,,,,,,0,0
1378973,746,Sunderland,84087,Wilson Isidor,15,18,F,7.9,False,False,1,1,1,0,1,,1,,,,1,,,,,,0,0
1378973,746,Sunderland,339201,Chris Rigg,1,11,M,,False,False,,,,0,,,,,,,,,,,,,0,0
1378973,746,Sunderland,19881,Anthony Patterson,,1,G,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,746,Sunderland,19910,Dan Neil,,4,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,746,Sunderland,47521,Patrick Roberts,,10,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,746,Sunderland,330640,Harrison Jones,,50,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,746,Sunderland,392270,Marc Guiu,,9,F,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,48,West Ham,15870,Mads Hermansen,90,1,G,6.2,False,True,,,,0,33,,21,,,,1,1,,,,,0,0
1378973,48,West Ham,138,Jean-Clair Todibo,82,25,D,6.6,False,True,,,,0,67,,62,3,,2,6,4,,,1,,0,0
1378973,48,West Ham,18744,Max Kilman,90,3,D,6.9,False,True,,,,0,70,1,66,3,,,7,5,,,,2,1,0
1378973,48,West Ham,21694,Nayef Aguerd,90,5,D,6.5,False,True,,,,0,69,,61,,1,,3,2,1,1,,,0,0
1378973,48,West Ham,18846,Aaron Wan-Bissaka,90,29,M,6.7,False,True,,,,0,67,1,55,1,,1,6,5,4,3,1,,0,0
1378973,48,West Ham,2938,James Ward-Prowse,71,8,M,6.6,False,True,,,,0,46,1,43,1,,,2,2,,,,,0,0
1378973,48,West Ham,2476,Guido Rodríguez,71,24,M,6.3,False,True,,,,0,32,,28,,,,2,1,,,,,0,0
1378973,48,West Ham,409303,El Hadji Malick Diouf,90,12,M,6.5,False,True,2,1,,0,33,2,27,,,,9,5,1,1,1,1,0,0
1378973,48,West Ham,1646,Lucas Paquetá,90,10,F,7.2,False,True,,,,0,64,,53,1,,,16,8,3,,2,1,0,0
1378973,48,West Ham,19428,Jarrod Bowen,90,20,F,6.6,True,True,1,1,,0,29,,22,2,,,10,7,5,2,2,,0,0
1378973,48,West Ham,25391,Niclas Füllkrug,90,11,F,5.3,False,True,1,1,,0,23,1,15,,,,19,3,,,,5,0,0
1378973,48,West Ham,1243,Tomáš Souček,20,28,M,6.2,False,False,1,1,,0,11,,10,,,1,2,1,1,,,,0,0
1378973,48,West Ham,2939,Callum Wilson,20,9,F,6.2,False,False,1,,,0,,,,,,,4,1,,,1,1,0,0
1378973,48,West Ham,68466,Andy Irving,9,39,M,6.3,False,False,,,,0,6,1,5,1,,,1,1,,,,,0,0
1378973,48,West Ham,253,Alphonse Aréola,,23,G,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,48,West Ham,171,Kyle Walker-Peters,,2,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,48,West Ham,1445,Konstantinos Mavropanos,,15,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,48,West Ham,327730,Oliver Scarles,,30,D,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,48,West Ham,284446,Freddie Potts,,32,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378973,48,West Ham,2869,Edson Álvarez,,4,M,,False,False,,,,,,,,,,,,,,,,,0,0
1378974,47,Tottenham,31354,Guglielmo Vicario,90,1,G,8.0,False,True,,,,0,46,,43,,,,,,,,,,0,0
1378974,47,Tottenham,47519,Pedro Porro,90,23,D,7.7,False,True,1,,,0,62,3,46,2,,,10,4,1,1,1,2,0,0
1378974,47,Tottenham,30776,Cristian Romero,90,17,D,7.3,True,True,,,,0,88,,78,,2,,10,5,,,1,3,0,0
1378974,47,Tottenham,152849,Micky van de Ven,90,37,D,6.9,False,True,2,,,0,68,,63,1,,1,8,5,1,,1,,0,0
1378974,47,Tottenham,19235,Djed Spence,90,24,D,7.2,False,True,2,1,,0,51,,48,,,,4,2,1,1,,1,0,0
1378974,47,Tottenham,237129,Pape Matar Sarr,90,29,M,7.9,False,True,,,,1,52,1,43,2,,,15,10,4,3,1,,0,0
1378974,47,Tottenham,328089,Archie Gray,71,14,M,6.6,False,True,,,,0,41,,38,1,,,9,3,,,,3,0,0
1378974,47,Tottenham,347316,Lucas Bergvall,80,15,M,6.9,False,True,1,1,,0,22,,19,2,,,9,4,2,2,,1,0,0
1378974,47,Tottenham,15911,Mohammed Kudus,85,20,F,8.9,False,True,2,,,2,24,5,22,1,,,8,5,3,2,2,,0,0
1378974,47,Tottenham,2413,Richarlison,71,9,F,9.3,False,True,4,3,2,0,7,,6,,,,8,5,2,2,,1,0,0
1378974,47,Tottenham,129711,Brennan Johnson,80,22,F,7.6,False,True,2,1,1,0,15,2,13,1,,,3,1,,,,,0,0
1378974,47,Tottenham,863,Rodrigo Bentancur,20,30,M,6.9,False,False,,,,0,14,,14,1,,,1,1,,,,,0,0
1378974,47,Tottenham,18883,Dominic Solanke,19,19,F,6.5,False,False,1,,,0,1,,1,1,,,2,2,,,1,,0,0
1378974,47,Tottenham,41104,João Palhinha,11,6,M,6.3,False,False,,,,0,13,,11,,,,1,,,,,1,0,0
1378974,47,Tottenham,336564,Wilson Odobert,11,28,F,6.3,False,False,,,,0,3,1,3,,,,,,,,,,0,0
1378974,47,Tottenham,270510,Mathys Tel,9,11,F,6.3,False,False,,,,0,4,,3,,,,4,,,,,2,0,0
