fixture_id,minute,minute_extra,team_id,team_name,type,detail,player_id,player_name,assist_id,assist_name
1208021,18,,33,Manchester United,Card,Yellow Card,19220,Mason Mount,,
1208021,25,,36,Fulham,Card,Yellow Card,152967,Calvin Bassey,,
1208021,40,,33,Manchester United,Card,Yellow Card,2935,Harry Maguire,,
1208021,61,,33,Manchester United,subst,Substitution 1,157997,A. Diallo,284324,A. Garnacho
1208021,61,,33,Manchester United,subst,Substitution 2,19220,M. Mount,70100,J. Zirkzee
1208021,64,,36,Fulham,subst,Substitution 1,1161,E. Smith Rowe,19025,T. Cairney
1208021,70,,36,Fulham,Card,Yellow Card,899,Andreas Pereira,,
1208021,73,,36,Fulham,Card,Yellow Card,19025,Tom Cairney,,
1208021,78,,36,Fulham,subst,Substitution 2,195106,Rodrigo Muniz,2887,R. Jiménez
1208021,78,,36,Fulham,subst,Substitution 3,18753,Adama Traoré,19221,H. Wilson
1208021,81,,33,Manchester United,subst,Substitution 3,545,N. Mazraoui,532,M. de Ligt
1208021,81,,33,Manchester United,subst,Substitution 4,2935,H. Maguire,18772,J. Evans
1208021,84,,33,Manchester United,subst,Substitution 5,284322,K. Mainoo,903,S. McTominay
1208021,87,,33,Manchester United,Goal,Normal Goal,70100,J. Zirkzee,284324,A. Garnacho
1208021,90,1,36,Fulham,subst,Substitution 4,2823,S. Lukić,191971,J. Stansfield
1208021,90,1,36,Fulham,subst,Substitution 5,899,Andreas Pereira,19480,H. Reed
1208022,6,,57,Ipswich,Card,Yellow Card,17714,Luke Woolfenden,,
1208022,13,,57,Ipswich,Card,Yellow Card,284428,Omari Hutchinson,,
1208022,24,,57,Ipswich,Card,Yellow Card,20089,Wes Burns,,
1208022,46,,40,Liverpool,subst,Substitution 1,158698,J. Quansah,1145,I. Konaté
1208022,57,,57,Ipswich,subst,Substitution 1,20089,W. Burns,18823,B. Johnson
1208022,60,,40,Liverpool,Goal,Normal Goal,2678,Diogo Jota,306,Mohamed Salah
1208022,65,,57,Ipswich,subst,Substitution 2,2752,M. Luongo,18397,J. Taylor
1208022,65,,57,Ipswich,subst,Substitution 3,20007,C. Chaplin,20031,M. Harness
1208022,65,,40,Liverpool,Goal,Normal Goal,306,Mohamed Salah,,
1208022,74,,57,Ipswich,subst,Substitution 4,19182,A. Tuanzebe,17579,S. Szmodics
1208022,74,,57,Ipswich,subst,Substitution 5,161948,L. Delap,299813,Ali Al Hamadi
1208022,77,,40,Liverpool,subst,Substitution 2,283,T. Alexander-Arnold,180317,C. Bradley
1208022,79,,40,Liverpool,subst,Substitution 3,289,A. Robertson,1600,K. Tsimikas
1208022,79,,40,Liverpool,subst,Substitution 4,2678,Diogo Jota,247,C. Gakpo
1208022,90,5,40,Liverpool,Card,Yellow Card,247,Cody Gakpo,,
1208023,23,,39,Wolves,Card,Yellow Card,195103,João Gomes,,
1208023,25,,42,Arsenal,Goal,Normal Goal,978,K. Havertz,1460,B. Saka
1208023,38,,39,Wolves,Card,Yellow Card,41606,Toti Gomes,,
1208023,57,,39,Wolves,subst,Substitution 1,20665,J. Bellegarde,1165,Matheus Cunha
1208023,60,,42,Arsenal,Card,Yellow Card,1460,Bukayo Saka,,
1208023,69,,42,Arsenal,subst,Substitution 1,641,O. Zinchenko,38746,J. Timber
1208023,74,,42,Arsenal,Goal,Normal Goal,1460,B. Saka,978,K. Havertz
1208023,75,,39,Wolves,subst,Substitution 2,282770,Rodrigo Gomes,1605,Daniel Podence
1208023,80,,42,Arsenal,subst,Substitution 2,1460,B. Saka,1946,L. Trossard
1208023,84,,39,Wolves,subst,Substitution 3,21138,R. Aït-Nouri,19147,C. Dawson
1208023,84,,39,Wolves,subst,Substitution 4,2032,J. Strand Larsen,195962,Chiquinho
1208023,84,,39,Wolves,subst,Substitution 5,195103,João Gomes,2056,Pablo Sarabia
1208023,85,,42,Arsenal,subst,Substitution 3,2937,D. Rice,643,Gabriel Jesus
1208023,88,,42,Arsenal,Card,Yellow Card,643,Gabriel Jesus,,
1208024,25,,51,Brighton,Goal,Normal Goal,106835,K. Mitoma,383685,Y. Minteh
1208024,31,,51,Brighton,Card,Yellow Card,296,James Milner,,
1208024,45,2,51,Brighton,subst,Substitution 1,383685,Y. Minteh,301771,S. Adingra
1208024,48,,45,Everton,Var,Penalty cancelled,18766,Dominic Calvert-Lewin,,
1208024,56,,51,Brighton,Goal,Normal Goal,1469,D. Welbeck,92993,M. Wieffer
1208024,63,,45,Everton,subst,Substitution 1,18805,A. Doucouré,18592,I. Ndiaye
1208024,66,,45,Everton,Card,Red Card,894,Ashley Young,,
1208024,76,,45,Everton,subst,Substitution 2,18766,D. Calvert-Lewin,125743,Beto
1208024,76,,51,Brighton,subst,Substitution 2,18963,L. Dunk,19265,A. Webster
1208024,77,,45,Everton,Card,Yellow Card,2936,James Tarkowski,,
1208024,82,,51,Brighton,subst,Substitution 3,10329,João Pedro,202086,J. Sarmiento
1208024,82,,51,Brighton,subst,Substitution 4,296,J. Milner,130423,B. Gilmour
1208024,85,,45,Everton,subst,Substitution 3,19128,J. Harrison,19150,M. Holgate
1208024,87,,51,Brighton,Goal,Normal Goal,301771,S. Adingra,1469,D. Welbeck
1208024,89,,51,Brighton,subst,Substitution 5,106835,K. Mitoma,265820,Y. Ayari
1208024,90,3,51,Brighton,Var,Goal cancelled,265820,Yasin Ayari,,
1208025,9,,34,Newcastle,Card,Yellow Card,284492,Lewis Hall,,
1208025,28,,34,Newcastle,Card,Red Card,2806,Fabian Schär,,
1208025,28,,41,Southampton,Card,Yellow Card,19485,Ben Brereton Díaz,,
1208025,30,,34,Newcastle,subst,Substitution 1,19163,J. Murphy,2855,E. Krafth
1208025,45,3,41,Southampton,Card,Yellow Card,18940,Jack Stephens,,
1208025,45,,34,Newcastle,Goal,Normal Goal,723,Joelinton,2864,A. Isak
1208025,46,,41,Southampton,subst,Substitution 1,32887,Y. Sugawara,278085,S. Edozie
1208025,70,,34,Newcastle,subst,Substitution 2,138787,A. Gordon,18778,H. Barnes
1208025,70,,34,Newcastle,subst,Substitution 3,284492,L. Hall,19263,L. Kelly
1208025,70,,41,Southampton,subst,Substitution 2,19825,J. Aribo,304317,T. Dibling
1208025,71,,41,Southampton,subst,Substitution 3,19485,B. Brereton,137302,C. Archer
1208025,73,,41,Southampton,Card,Yellow Card,144729,Taylor Harwood-Bellis,,
1208025,74,,34,Newcastle,Card,Yellow Card,18961,Dan Burn,,
1208025,81,,41,Southampton,subst,Substitution 4,2999,J. Bednarek,334035,S. Amo-Ameyaw
1208025,81,,41,Southampton,subst,Substitution 5,171,K. Walker-Peters,195993,C. Alcaraz
1208025,90,4,41,Southampton,Card,Yellow Card,278085,Samuel Edozie,,
1208026,15,,65,Nottingham Forest,subst,Substitution 1,275170,Danilo,19305,R. Yates
1208026,23,,65,Nottingham Forest,Goal,Normal Goal,18931,C. Wood,,
1208026,35,,35,Bournemouth,Var,Goal cancelled,284797,Dango Ouattara,,
1208026,45,12,35,Bournemouth,Card,Yellow Card,18872,Lewis Cook,,
1208026,48,,35,Bournemouth,Card,Yellow Card,206254,Miloš Kerkez,,
1208026,49,,65,Nottingham Forest,Card,Yellow Card,138780,Neco Williams,,
1208026,54,,65,Nottingham Forest,subst,Substitution 2,2771,O. Aina,17365,H. Toffolo
1208026,54,,65,Nottingham Forest,subst,Substitution 3,153430,A. Elanga,6056,N. Domínguez
1208026,63,,35,Bournemouth,subst,Substitution 1,18869,A. Smith,51051,J. Araujo
1208026,63,,35,Bournemouth,subst,Substitution 2,304853,A. Scott,1125,R. Christie
1208026,64,,35,Bournemouth,subst,Substitution 3,37161,L. Sinisterra,792,J. Kluivert
1208026,69,,35,Bournemouth,subst,Substitution 4,284797,D. Ouattara,296458,D. Jebbison
1208026,72,,65,Nottingham Forest,subst,Substitution 4,2298,C. Hudson-Odoi,138908,E. Anderson
1208026,72,,65,Nottingham Forest,subst,Substitution 5,18931,C. Wood,8598,T. Awoniyi
1208026,84,,35,Bournemouth,subst,Substitution 5,18872,L. Cook,2734,P. Billing
1208026,86,,35,Bournemouth,Goal,Normal Goal,19281,A. Semenyo,,
1208026,89,,35,Bournemouth,Card,Yellow Card,792,Justin Kluivert,,
1208027,4,,66,Aston Villa,Goal,Normal Goal,162714,A. Onana,2926,Y. Tielemans
1208027,8,,66,Aston Villa,Card,Yellow Card,983,Leon Bailey,,
1208027,31,,48,West Ham,Card,Yellow Card,1646,Lucas Paquetá,,
1208027,37,,48,West Ham,Goal,Penalty,1646,Lucas Paquetá,,
1208027,62,,66,Aston Villa,subst,Substitution 1,19366,O. Watkins,13489,J. Durán
1208027,62,,66,Aston Villa,subst,Substitution 2,19191,J. McGinn,19192,J. Ramsey
1208027,73,,48,West Ham,subst,Substitution 1,18819,M. Antonio,25391,N. Füllkrug
1208027,73,,48,West Ham,subst,Substitution 2,19428,J. Bowen,37724,C. Summerville
1208027,74,,48,West Ham,subst,Substitution 3,1646,Lucas Paquetá,2938,J. Ward-Prowse
1208027,74,,66,Aston Villa,subst,Substitution 3,2724,L. Digne,138816,I. Maatsen
1208027,74,,66,Aston Villa,subst,Substitution 4,983,L. Bailey,138931,J. Philogene
1208027,79,,66,Aston Villa,Goal,Normal Goal,13489,J. Durán,19192,J. Ramsey
1208027,82,,66,Aston Villa,subst,Substitution 5,19298,M. Cash,342320,K. Nedeljković
1208027,85,,48,West Ham,subst,Substitution 4,2476,G. Rodríguez,18955,D. Ings
1208027,85,,48,West Ham,subst,Substitution 5,1231,V. Coufal,138,J. Todibo
1208027,90,,66,Aston Villa,Card,Yellow Card,138931,Jaden Philogene-Bidace,,
1208028,20,,55,Brentford,Card,Yellow Card,20649,Yoane Wissa,,
1208028,22,,52,Crystal Palace,Card,Yellow Card,2729,Joachim Andersen,,
1208028,29,,55,Brentford,Goal,Normal Goal,20589,B. Mbeumo,20649,Y. Wissa
1208028,45,1,52,Crystal Palace,Card,Yellow Card,67971,Marc Guéhi,,
1208028,46,,52,Crystal Palace,subst,Substitution 1,25927,J. Mateta,1135,O. Édouard
1208028,57,,52,Crystal Palace,Goal,Own Goal,19789,E. Pinnock,,
1208028,58,,52,Crystal Palace,Card,Yellow Card,126949,Chris Richards,,
1208028,65,,52,Crystal Palace,Card,Yellow Card,2601,Daichi Kamada,,
1208028,70,,52,Crystal Palace,subst,Substitution 2,2601,D. Kamada,3428,J. Ayew
1208028,74,,55,Brentford,subst,Substitution 1,25073,V. Janelt,15908,M. Damsgaard
1208028,74,,55,Brentford,subst,Substitution 2,178077,K. Schade,106725,K. Lewis-Potter
1208028,74,,52,Crystal Palace,subst,Substitution 3,288102,A. Wharton,2490,J. Lerma
1208028,76,,55,Brentford,Goal,Normal Goal,20649,Y. Wissa,,
1208028,84,,55,Brentford,subst,Substitution 3,47438,M. Jensen,15799,F. Onyeka
1208028,84,,55,Brentford,subst,Substitution 4,20649,Y. Wissa,153066,Fábio Carvalho
1208028,84,,52,Crystal Palace,subst,Substitution 4,126949,C. Richards,2218,I. Sarr
1208028,84,,52,Crystal Palace,subst,Substitution 5,18806,W. Hughes,3339,C. Doucouré
1208028,90,1,52,Crystal Palace,Card,Yellow Card,3428,Jordan Ayew,,
1208028,90,,55,Brentford,subst,Substitution 5,20589,B. Mbeumo,18917,B. Mee
1208029,18,,50,Manchester City,Goal,Normal Goal,1100,E. Haaland,636,Bernardo Silva
1208029,46,,50,Manchester City,subst,Substitution 1,266657,Savinho,631,P. Foden
1208029,58,,49,Chelsea,subst,Substitution 1,269,C. Nkunku,1864,Pedro Neto
1208029,66,,50,Manchester City,Card,Yellow Card,1100,Erling Haaland,,
1208029,66,,49,Chelsea,subst,Substitution 2,283058,N. Jackson,392270,Marc Guiu
1208029,66,,49,Chelsea,subst,Substitution 3,282125,R. Lavia,148099,K. Dewsbury-Hall
1208029,80,,49,Chelsea,subst,Substitution 4,47380,Marc Cucurella,336671,Renato Veiga
1208029,84,,50,Manchester City,Goal,Normal Goal,2291,M. Kovačić,,
1208029,89,,49,Chelsea,Card,Yellow Card,116117,Moisés Caicedo,,
1208030,29,,47,Tottenham,Goal,Normal Goal,47519,Pedro Porro,18784,J. Maddison
1208030,57,,46,Leicester,Goal,Normal Goal,18788,J. Vardy,303467,A. Fatawu
1208030,64,,47,Tottenham,Card,Yellow Card,863,Rodrigo Bentancur,,
1208030,78,,47,Tottenham,subst,Substitution 1,863,R. Bentancur,328089,A. Gray
1208030,78,,47,Tottenham,subst,Substitution 2,129711,B. Johnson,1166,T. Werner
1208030,78,,47,Tottenham,subst,Substitution 3,237129,P. Sarr,347316,L. Bergvall
1208030,79,,46,Leicester,subst,Substitution 1,311334,F. Buonanotte,22233,B. Soumaré
1208030,79,,46,Leicester,subst,Substitution 2,18788,J. Vardy,879,S. Mavididi
1208030,79,,47,Tottenham,subst,Substitution 4,18784,J. Maddison,30435,D. Kulusevski
1208030,86,,46,Leicester,subst,Substitution 3,19004,B. De Cordova-Reid,283290,K. McAteer
1208030,90,9,46,Leicester,Card,Yellow Card,8694,Wout Faes,,
1208030,90,2,47,Tottenham,subst,Substitution 5,47519,Pedro Porro,19235,D. Spence
1208030,90,2,47,Tottenham,subst,Substitution 6,186,Son Heung-Min,2413,Richarlison
1208031,13,,35,Bournemouth,Card,Yellow Card,1125,Ryan Christie,,
1208031,37,,35,Bournemouth,Goal,Normal Goal,19245,M. Tavernier,19281,A. Semenyo
1208031,58,,34,Newcastle,subst,Substitution 1,19163,J. Murphy,18778,H. Barnes
1208031,58,,34,Newcastle,subst,Substitution 2,158694,T. Livramento,169,K. Trippier
1208031,64,,35,Bournemouth,subst,Substitution 1,1125,R. Christie,304853,A. Scott
1208031,69,,34,Newcastle,subst,Substitution 3,19263,L. Kelly,284492,L. Hall
1208031,69,,34,Newcastle,subst,Substitution 4,18901,S. Longstaff,1463,J. Willock
1208031,72,,35,Bournemouth,subst,Substitution 2,152856,Evanilson,37161,L. Sinisterra
1208031,72,,35,Bournemouth,subst,Substitution 3,792,J. Kluivert,284797,D. Ouattara
1208031,77,,34,Newcastle,Goal,Normal Goal,138787,A. Gordon,18778,H. Barnes
1208031,85,,35,Bournemouth,subst,Substitution 4,19245,M. Tavernier,296458,D. Jebbison
1208031,86,,35,Bournemouth,subst,Substitution 5,51051,J. Araujo,18869,A. Smith
1208031,88,,35,Bournemouth,Card,Yellow Card,6610,Marcos Senesi,,
1208031,89,,34,Newcastle,Card,Yellow Card,18961,Dan Burn,,
1208031,89,,34,Newcastle,subst,Substitution 5,138787,A. Gordon,2507,M. Almirón
1208031,90,5,35,Bournemouth,Var,Goal cancelled,284797,Dango Ouattara,,
1208031,90,6,34,Newcastle,Card,Yellow Card,723,Joelinton,,
1208032,16,,66,Aston Villa,subst,Substitution 1,19298,M. Cash,342320,K. Nedeljković
1208032,45,4,42,Arsenal,Card,Yellow Card,2937,Declan Rice,,
1208032,57,,42,Arsenal,Card,Yellow Card,22224,Gabriel Magalhães,,
1208032,65,,66,Aston Villa,subst,Substitution 2,19366,O. Watkins,13489,J. Durán
1208032,65,,66,Aston Villa,subst,Substitution 3,19191,J. McGinn,19192,J. Ramsey
1208032,65,,42,Arsenal,subst,Substitution 1,127769,Gabriel Martinelli,1946,L. Trossard
1208032,67,,42,Arsenal,Goal,Normal Goal,1946,L. Trossard,,
1208032,72,,66,Aston Villa,Card,Yellow Card,162714,Amadou Onana,,
1208032,76,,66,Aston Villa,subst,Substitution 4,162714,A. Onana,2287,R. Barkley
1208032,76,,66,Aston Villa,subst,Substitution 5,2724,L. Digne,138816,I. Maatsen
1208032,77,,42,Arsenal,Goal,Normal Goal,49,T. Partey,1460,B. Saka
1208032,79,,42,Arsenal,subst,Substitution 2,38746,J. Timber,157052,R. Calafiori
1208032,88,,42,Arsenal,subst,Substitution 3,1460,B. Saka,727,R. Nelson
1208032,89,,42,Arsenal,Card,Yellow Card,37127,Martin Ødegaard,,
1208033,32,,51,Brighton,Goal,Normal Goal,1469,D. Welbeck,106835,K. Mitoma
1208033,46,,33,Manchester United,subst,Substitution 1,19220,M. Mount,70100,J. Zirkzee
1208033,60,,33,Manchester United,Goal,Normal Goal,157997,A. Diallo,545,N. Mazraoui
